,carat,cut,color,clarity,depth,table,x,y,z,cut_group,color_group,clarity_group,price_predicted
3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,3,2,4,11313.591112360229
3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,2,2,4,171.39808589947643
3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,1,1,3,9620.296136958877
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,1,2,3,17342.221573225677
3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,2,2,4,13211.227341042217
3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,1,1,2,1372.24892387832
3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,1,2,4,3590.437108093074
4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,2,2,4,3927.801662405116
4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,1,1,4,5434.781556107624
4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1,1,3,1789.2823015283939
4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,1,1,4,7033.372585591991
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,1,1,3,1997.2081843937885
4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,1,1,3,2090.499136939674
4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,1,1,4,677.6575513429634
4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,2,2,4,3476.3147478753526
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,2,1,3,6888.41626456091
4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,3,1,4,2161.87171930147
4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,1,1,3,1563.6862831351355
4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,1,2,2,777.4880785744081
4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,2,1,2,755.0348126393692
4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,2,2,1,3824.4844906962057
4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,1,2,4,5330.25334785903
4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,1,2,4,4220.222951417914
4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,1,2,2,3613.2726089615044
4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,1,2,3,10445.333206780764
4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,3,1,4,3247.470919149887
4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,2,1,3,6503.846769380703
4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,2,1,4,834.0957368918716
4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,1,1,2,2452.363304803999
4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,1,2,2,8711.435681942645
4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,2,1,2,817.9052981048735
4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,1,2,4,4602.833853449876
4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,2,1,4,294.17948919952323
4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,1,2,3,15213.850776865936
4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,2,2,4,443.06141045253025
4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,2,2,2,607.2040434668743
4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,3,2,4,3340.1912013498313
4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,1,2,4,311.78065828317995
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,3,2,3,2184.1880846034574
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,1,2,3,3118.0082231213983
4033,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,1,1,3,796.212151885069
4034,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,1,1,4,10298.369847069043
4035,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,2,1,2,743.8998876526312
4036,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,2,1,4,484.5923312843006
4037,1.21,Very Good,F,SI1,59.4,56.0,6.95,7.0,4.14,2,1,4,6909.191197290242
4038,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,1,1,4,4627.40699881615
4039,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,2,1,4,4347.055603277016
4040,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2,1,4,2570.2323659847916
4041,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,2,1,2,1400.5766079610148
4042,1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,1,1,4,9713.516441003909
4043,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,2,2,3,4300.280608842206
4044,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,1,1,4,749.8053195338798
4045,1.05,Premium,G,IF,60.6,60.0,6.57,6.59,3.99,1,2,1,7592.0914597732135
4046,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,1,2,3,629.253440792274
4047,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2,1,1,4,6415.5992179888635
4048,1.03,Premium,D,SI2,61.8,60.0,6.45,6.42,3.98,1,1,4,5048.12269055401
4049,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,1,2,3,566.3635319582208
4050,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,1,1,2,10201.103816668665
4051,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1,2,4,2346.3818819908156
4052,1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,1,1,4,5693.029408086033
4053,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,1,2,2,15132.15206864865
4054,1.0,Premium,F,SI1,61.6,61.0,6.37,6.3,3.9,1,1,4,4872.906219003504
4055,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,1,2,4,3793.209286170175
4056,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,1,1,4,2761.405956510196
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,1,1,3,3174.386862254445
4058,1.2,Premium,G,SI2,59.9,59.0,6.92,6.98,4.16,1,2,4,5750.305634091601
4059,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,1,1,2,3806.5908617411733
4060,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,1,1,3,751.4571038065187
4061,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,2,1,2,2082.1865880827318
4062,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,2,1,2,703.4979046860826
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,2,2,3,166.1323808926427
4064,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,2,1,4,3321.549085219316
4065,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,1,1,4,3035.8418000331076
4066,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,1,1,4,16454.63419687765
4067,1.01,Very Good,H,VVS1,60.6,56.0,6.5,6.53,3.95,2,2,2,6231.19081701235
4068,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,1,1,4,694.9638199301735
4069,1.5,Premium,I,VVS2,60.2,58.0,7.5,7.34,4.47,1,2,2,12748.036761830745
4070,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,1,1,1,2562.9617094947753
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,1,2,3,7308.291233233717
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,1,2,3,274.3794362026474
4073,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,1,1,4,1137.4582544521
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,1,1,2,7817.7931615472335
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2,1,3,2245.6440168484733
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,2,2,5,6531.179899707017
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3,1,4,3376.416436630311
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,1,2,3,3707.8999909054237
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,1,1,4,8881.253235532957
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,2,1,4,931.1242280153092
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,1,1,3,1032.4013958556898
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,1,2,3,4434.987817952173
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,2,2,3,6807.732188603584
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,2,2,4,2379.6265875179415
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1,1,4,1220.010487199932
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,2,2,3,5345.578916474813
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1,1,3,897.6902466252795
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,2,2,3,258.0746972358447
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,1,2,3,3095.47667905649
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,2,2,3,12058.19813372113
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,2,1,4,10984.757036180392
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,1,2,4,1201.7637995534897
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1,1,2,2387.230337533165
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,1,2,4,2182.630665418099
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,2,1,4,362.4998879862378
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,1,2,3,7324.937748935296
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,2,1,4,348.93279888630605
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,2,1,4,787.5400943206023
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,1,2,4,8431.650968698737
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1,1,4,1356.6188563959877
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1,1,4,1454.5974237709815
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,2,2,3,4038.022036742619
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,1,1,2,9739.008211516431
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,1,1,4,5069.121793782637
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,1,2,4,5296.6685408051635
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,3,2,3,3792.620496091052
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1,2,3,1713.7146447615414
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,1,2,4,6488.222257207875
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,2,2,3,2742.7245609628208
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,2,2,2,5060.098506315178
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1,1,3,965.5188754146329
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1,1,2,1349.017664107556
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1,1,3,927.6330405080371
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,2,1,4,5827.581196844514
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,2,2,2,1581.6905213219616
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,2,1,2,578.265270569038
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,2,1,1,11037.988333969743
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,2,2,3,13909.174169177833
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,1,2,2,12858.941875983708
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,1,2,4,14046.136520016935
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,1,2,4,2675.851716656429
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,1,2,4,4240.132917716926
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,1,1,4,550.1368178874836
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,2,1,2,1019.2062174363236
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,1,2,4,4778.143903789098
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,1,2,3,321.63703519703813
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,1,1,4,4863.906162840518
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2,2,4,2272.1180363906424
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1,2,4,847.8037182692024
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,2,2,2,546.0648513814413
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,1,1,3,3717.498016851425
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2,1,3,2356.7103049565485
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,2,1,4,483.70711402302186
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,2,2,3,827.4987004425748
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,1,1,3,12359.459732692416
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,1,2,3,357.08696042376505
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,1,2,3,4411.870559330013
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1,1,2,1505.6283303241944
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,2,1,4,10096.84458070478
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,1,1,4,4964.238490759642
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2,1,4,1567.667628925201
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2,1,3,1904.9427361513735
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,3,1,4,4268.983673344502
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,1,2,3,5379.5955149034035
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,1,1,2,9110.477675827293
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,2,1,4,737.6389685028444
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,2,2,5,2923.2604856655826
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,2,1,4,1297.4689586913519
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,1,1,4,4916.335305685716
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,2,2,3,3677.273893363981
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,1,1,4,7735.561983387102
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,2,2,3,9181.726670177133
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,2,2,3,1429.5120280842566
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,2,2,3,318.35257370067484
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,1,2,2,686.6313521677348
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,1,1,4,829.5526007769658
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1,1,2,668.5908589257124
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,1,1,3,2665.177399018965
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,1,2,2,7078.368154751379
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,1,2,3,755.3339859965763
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1,2,4,2182.9749596644506
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,2,2,4,10218.029153255578
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,1,2,2,6413.059267115759
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2,2,3,2864.6365311132486
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,2,2,2,11971.618341278134
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,2,1,4,4271.329051648463
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1,1,3,1418.333354089642
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,1,1,3,3461.035018648061
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,1,2,4,18149.618690614396
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,1,2,4,394.68070833984166
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,2,1,4,311.30405115837857
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2,1,4,1074.4343517371526
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,1,1,3,1897.4703256032117
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,1,2,3,6385.473119178956
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,2,1,4,16086.081412952057
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,1,2,3,10286.06259015474
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1,1,2,843.8628605925805
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,2,2,4,4481.0296230633285
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,1,2,2,8060.555244600428
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,2,2,4,3957.29012516651
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2,2,3,2625.2355398741074
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1,2,1,892.4397618789935
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,1,2,4,5891.047991451162
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1,2,3,1730.9924556853275
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1,2,3,2194.1543314170485
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,1,1,4,4920.303953907416
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,2,1,4,556.8408820759687
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,2,2,4,564.2429658435503
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,1,2,4,486.5994012725969
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,1,2,5,5041.236749734555
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,2,4,4274.032051951337
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,1,2,2,166.03421860196067
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,2,2,2,389.11246777512497
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,1,2,2,673.1531744582153
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2,1,3,3216.8339985668645
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,2,2,3,10119.43961387714
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2,1,4,2462.8504222798056
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,2,2,3,434.761688925777
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,1,1,3,6777.98114118412
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,1,1,3,6909.769034460842
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,2,2,3,6261.872764188167
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,2,1,2,10859.319056682038
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,1,2,4,2474.0871133214314
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1,2,2,1868.267470623543
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,1,2,3,10518.128617854654
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,1,1,4,792.294843958538
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,1,2,2,6381.1046498519445
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1,1,2,478.6490668929837
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,2,1,3,647.9036199100665
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,1,2,3,6530.737954789411
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1,2,3,908.8537823127372
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,1,2,4,5509.66181086265
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,1,1,2,9439.340470308824
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,3,2,5,6116.800039021312
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,1,1,2,10820.040356116591
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,1,2,2,2748.0347615624432
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,1,2,3,597.6122032207495
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,2,2,4,2971.307700096884
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1,1,2,1847.662921347037
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2,2,4,3204.7937600175283
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,1,1,3,3515.819221698697
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,2,2,3,9732.340009103007
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1,2,2,1622.028975193638
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1,1,3,1870.1156475365751
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1,1,3,1790.6744611915346
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,1,2,3,5513.65005238077
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,2,1,1,940.6213160740062
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,1,1,4,632.8709643709662
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1,1,4,1189.6390591114687
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,1,2,4,230.88606895887642
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,1,1,4,912.0337394636117
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2,2,4,1612.8339576394137
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,2,1,4,467.9805565881834
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,2,2,4,5211.373950377296
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,2,1,3,4331.581276163903
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,3,2,3,589.6130594395854
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,2,1,4,4911.307735946344
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,1,2,4,6604.01494878546
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,2,2,4,13539.60480072048
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,2,2,3,14951.011255687637
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,1,2,3,6109.034290539847
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,1,1,3,5294.531741435732
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,1,2,4,4664.38118059865
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,1,1,3,3204.8584107628812
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1,1,4,1129.438663523295
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1,2,3,1475.5701892417437
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,1,1,4,5830.070248257485
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,1,2,4,361.9903993363914
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,1,2,4,14316.363887323856
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,1,1,4,12499.35358030283
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,3,1,4,1370.4014130878577
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,1,1,4,3036.909280608219
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2,1,3,1307.3011134056578
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,2,1,2,506.56332296586334
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,1,1,4,5336.601120015643
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,3,2,4,15833.051982345292
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,1,1,3,905.0606498068628
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1,2,1,1087.347028659633
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,1,1,3,10894.042971292412
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,1,1,4,4961.400842174291
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,1,2,4,582.3482300641372
